m1011 mic 11 10 1 0
d112 thchair2 2 11 4 2
d122 thchair2 2 12 4 2
d152 thchair2 2 15 4 2
c156 thchair1 6 15 0 0
c157 thchair1 7 15 0 0
c158 thchair1 8 15 0 0
c159 thchair1 9 15 0 0
c1510 thchair1 10 15 0 0
c1512 thchair1 12 15 0 0
c1513 thchair1 13 15 0 0
c1514 thchair1 14 15 0 0
c1515 thchair1 15 15 0 0
c1516 thchair1 16 15 0 0
d162 thchair2 2 16 4 2
c206 thchair1 6 20 1 0
c207 thchair1 7 20 1 0
c208 thchair1 8 20 1 0
c209 thchair1 9 20 1 0
c2010 thchair1 10 20 1 0
c2012 thchair1 12 20 1 0
c2013 thchair1 13 20 1 0
c2014 thchair1 14 20 1 0
c2015 thchair1 15 20 1 0
c2016 thchair1 16 20 1 0
c236 thchair1 6 23 1 0
c237 thchair1 7 23 1 0
c238 thchair1 8 23 1 0
c239 thchair1 9 23 1 0
c2310 thchair1 10 23 1 0
c2312 thchair1 12 23 1 0
c2313 thchair1 13 23 1 0
c2314 thchair1 14 23 1 0
c2315 thchair1 15 23 1 0
c2316 thchair1 16 23 1 0
c266 thchair1 6 26 1 0
c267 thchair1 7 26 1 0
c268 thchair1 8 26 1 0
c269 thchair1 9 26 1 0
c2610 thchair1 10 26 1 0
c2612 thchair1 12 26 1 0
c2613 thchair1 13 26 1 0
c2614 thchair1 14 26 1 0
c2615 thchair1 15 26 1 0
c2616 thchair1 16 26 1 0
