1873 much_camera3 4 13 0 2
1874 much_chair 14 4 0 0
1875 much_chair 18 5 0 6
1876 much_chair 18 7 0 6
1877 much_chair 19 11 0 6
1878 much_chair 19 12 0 6
1879 much_chair 2 6 0 6
1880 much_chair 5 3 0 6
1881 much_sofa1a 0 15 0 2
1882 much_sofa1a 1 18 0 0
1883 much_sofa1a 14 19 0 0
1884 much_sofa1a 14 24 4 4
1885 much_sofa1a 18 16 0 6
1886 much_sofa1a 6 27 4 2
1887 much_sofa1a 8 1 0 4
1888 much_sofa1a 8 31 4 0
1889 much_sofa1b 0 16 0 2
1890 much_sofa1b 10 1 0 4
1891 much_sofa1b 15 19 0 0
1892 much_sofa1b 15 24 4 4
1893 much_sofa1b 16 19 0 0
1894 much_sofa1b 18 17 0 6
1895 much_sofa1b 18 18 0 6
1896 much_sofa1b 2 18 0 0
1897 much_sofa1b 3 18 0 0
1898 much_sofa1b 6 28 4 2
1899 much_sofa1b 6 29 4 2
1900 much_sofa1b 6 30 4 2
1901 much_sofa1b 9 1 0 4
1902 much_sofa1b 9 31 4 0
1903 much_stool 14 10 0 6
1904 much_stool 14 11 0 6
1905 much_stool 14 12 0 6
1906 much_stool 14 13 0 6
1907 much_table1 10 3 0 6
1908 much_table1 16 16 0 6
1909 much_table1 2 16 0 0
1910 much_table1 8 29 4 0
1911 much_table2 15 16 0 6
1912 much_table2 8 28 4 0
1913 much_table2 9 3 0 6
1914 much_table3 14 16 0 6
1915 much_table3 2 15 0 0
1916 much_table3 8 27 4 0
1917 much_table3 8 3 0 6
1918 watermatic 5 25 4 2
