a3118 sw_barrellchair 31 18 1 6
a3119 sw_barrellchair 31 19 1 6
a3020 sw_barrellchair 30 20 1 0
a3720 sw_barrellchair 37 20 1 0
a3920 sw_barrellchair 39 20 1 0
a4120 sw_barrellchair 41 20 1 0
d3024 sw_chair1 30 24 1 4
c3124 sw_chair2 31 24 1 4
c3224 sw_chair2 32 24 1 4
c3324 sw_chair2 33 24 1 4
b3424 sw_chair3 34 24 1 4
i3025 sw_table1 30 25 1 0
h3125 sw_table2 31 25 1 0
g3225 sw_table3 32 25 1 0
f3325 sw_table4 33 25 1 0
e3425 sw_table5 34 25 1 0
d3026 sw_chair1 30 26 1 0
c3126 sw_chair2 31 26 1 0
c3226 sw_chair2 32 26 1 0
c3326 sw_chair2 33 26 1 0
b3426 sw_chair3 34 26 1 0
d3029 sw_chair1 30 29 1 4
c3129 sw_chair2 31 29 1 4
c3229 sw_chair2 32 29 1 4
c3329 sw_chair2 33 29 1 4
b3429 sw_chair3 34 29 1 4
i3030 sw_table1 30 30 1 0
h3130 sw_table2 31 30 1 0
g3230 sw_table3 32 30 1 0
f3330 sw_table4 33 30 1 0
e3430 sw_table5 34 30 1 0
d3031 sw_chair1 30 31 1 0
c3131 sw_chair2 31 31 1 0
c3231 sw_chair2 32 31 1 0
c3331 sw_chair2 33 31 1 0
b3431 sw_chair3 34 31 1 0
x2732 invisichair 27 32 1 2
x2733 invisichair 27 33 1 2
x2734 invisichair 27 34 1 2
x2836 invisichair 28 36 1 0
x2936 invisichair 29 36 1 0
x3036 invisichair 30 36 1 0
x3136 invisichair 31 36 1 0
