824 bar_chair_blue 4 0 3 4
825 bar_chair_blue 8 0 3 2
826 bar_table_small_blue 9 0 3 0
827 bar_chair_blue 10 0 3 6
828 bar_table_blue 4 1 3 2 2
829 bar_djbooth 13 1 3 1
830 bar_chair_blue 6 2 3 6
831 bar_djbooth 13 2 3 2
832 bar_djbooth 14 2 3 3
833 bar_djbooth 15 2 3 4
834 stair 1 3 7 0
835 bar_chair_blue 4 3 3 0
836 stair 1 4 7 0
837 stair 2 4 5 0
838 stair 3 4 5 0
839 stair 12 5 2 0
840 stair 13 5 2 0
841 stair 14 5 2 0
842 stair 3 6 4 0
843 stair 12 6 1 0
844 stair 13 6 1 0
845 stair 14 6 1 0
846 stair 3 7 4 0
847 stair 2 8 3 0
848 stair 3 8 3 0
849 bar_chair_blue 7 8 3 4
850 bar_table_small_blue 7 9 3 0
851 bar_chair_blue 7 10 3 0
852 bar_chair_blue 2 11 3 4
853 bar_table_small_blue 2 12 3 0
854 bar_chair_blue 2 13 3 0
855 bar_chair_blue 0 14 9 2
856 bar_chair_blue 0 15 9 2
857 bar_chair_blue 0 16 9 2
858 bar_chair_blue 2 16 3 4
859 bar_chair_blue 3 16 3 4
860 bar_chair_blue 0 17 9 2
861 bar_table_blue 2 17 3 2 2
862 bar_chair_blue 4 17 3 6
863 bar_chair_blue 0 18 9 2
864 bar_chair_blue 4 18 3 6
865 bar_chair_blue 0 19 9 2
866 bar_chair_blue 2 19 3 0
867 goldfish_bar 0 22 3 0
