3422 hw_chair 10 18 0 4 
3423 hw_chair 12 11 0 2 
3424 hw_chair 13 10 0 4 
3425 hw_chair 13 12 0 0 
3426 hw_chair 13 15 0 2 
3427 hw_chair 15 15 0 6 
3428 hw_chair 20 10 0 2 
3429 hw_chair 20 14 0 2 
3430 hw_chair 21 11 0 0 
3431 hw_chair 21 13 0 4 
3432 hw_chair 21 15 0 0 
3433 hw_chair 21 9 0 4 
3434 hw_chair 22 10 0 6 
3435 hw_chair 22 14 0 6 
3436 hw_ero1 10 10 0 6 
3437 hw_ero1 12 17 0 0 
3438 hw_ero1 15 7 0 0 
3439 hw_ero1 20 17 0 0 
3440 hw_ero1 4 6 1 6 
3441 hw_ero2 10 11 0 6 
3442 hw_ero2 13 17 0 0 
3443 hw_ero2 16 7 0 0 
3444 hw_ero2 21 17 0 0 
3445 hw_ero3 10 12 0 6 
3446 hw_ero3 14 17 0 0 
3447 hw_ero3 17 7 0 0 
3448 hw_ero3 22 17 0 0 
3449 hw_ero4 18 7 0 0 
3450 hw_ero5 10 13 0 6 
3451 hw_ero5 15 17 0 0 
3452 hw_ero5 19 7 0 0 
3453 hw_ero5 23 17 0 0 
3454 hw_ero5 4 7 1 6 
3455 hw_shelf 4 0 1 2 
3456 hw_smtble 13 11 0 0 
3457 hw_smtble 14 15 0 0 
3458 hw_smtble 21 10 0 0 
3459 hw_smtble 21 14 0 0 
3460 hw_sofa1 6 0 1 4 
3461 hw_sofa2 7 0 1 4 
3462 hw_sofa3 8 0 1 4 
3463 hw_watermatic 11 18 0 4 
3464 pillar0 10 0 1 0 
3465 pillar0 10 7 1 0 
