a1611 sun_chair 16 11 0 2
a2011 sun_chair 20 11 0 2
a1612 sun_chair 16 12 0 2
a2012 sun_chair 20 12 0 2
b1013 blusun_chair 10 13 0 4
a1613 sun_chair 16 13 0 2
a2013 sun_chair 20 13 0 2
c1014 sun_table 10 14 0 0
a2014 sun_chair 20 14 0 2
b1015 blusun_chair 10 15 0 0
a118 sun_chair 1 18 8 2
a418 sun_chair 4 18 6 2
b1118 blusun_chair 11 18 0 4
b1019 blusun_chair 10 19 0 2
c1119 sun_table 11 19 0 0
b1219 blusun_chair 12 19 0 6
a1819 sun_chair 18 19 0 2
a2219 sun_chair 22 19 0 2
b1120 blusun_chair 11 20 0 0
a1820 sun_chair 18 20 0 2
a2220 sun_chair 22 20 0 2
a421 sun_chair 4 21 6 2
a621 sun_chair 6 21 4 2
a1821 sun_chair 18 21 0 2
a2221 sun_chair 22 21 0 2
b222 blusun_chair 2 22 9 4
a2222 sun_chair 22 22 0 2
b123 blusun_chair 1 23 9 2
d223 sun_table2 2 23 9 0
b224 blusun_chair 2 24 9 0
a1125 sun_chair 11 25 2 4
a1225 sun_chair 12 25 2 4
a1325 sun_chair 13 25 2 4
c1425 sun_table 14 25 2 0
a1525 sun_chair 15 25 2 4
a1625 sun_chair 16 25 2 4
a1725 sun_chair 17 25 2 4
a1329 sun_chair 13 29 2 2
a1529 sun_chair 15 29 2 2
a1729 sun_chair 17 29 2 2
a1330 sun_chair 13 30 2 2
a1530 sun_chair 15 30 2 2
a1730 sun_chair 17 30 2 2
