s00 sofa 0 0 2 2
t10 table 1 0 2 4
s20 sofa 2 0 2 6
s60 sofa 6 0 2 2
k70 tablesp 7 0 2 4
s80 sofa 8 0 2 6
s120 sofa 12 0 2 2
t130 table 13 0 2 4
s140 sofa 14 0 2 6
c150 trashcan 15 0 2 0
S01 sofa2 0 1 2 2
T11 table2 1 1 2 4
S21 sofa2 2 1 2 6
S61 sofa2 6 1 2 2
T71 table2 7 1 2 4
S81 sofa2 8 1 2 6
S121 sofa2 12 1 2 2
T131 table2 13 1 2 4
S141 sofa2 14 1 2 6
p27 bardesk3 2 7 0 0
s77 sofa 7 7 0 4
S87 sofa2 8 7 0 4
s127 sofa 12 7 0 4
S137 sofa2 13 7 0 4
P28 bardesk4 2 8 0 0
k78 tablesp 7 8 0 2
T88 table2 8 8 0 2
t128 table 12 8 0 2
T138 table2 13 8 0 2
d29 bardesk 2 9 0 0
s79 sofa 7 9 0 0
S89 sofa2 8 9 0 0
s129 sofa 12 9 0 0
S139 sofa2 13 9 0 0
D210 bardesk2 2 10 0 0
d211 bardesk 2 11 0 0
d212 bardesk 2 12 0 0
s712 sofa 7 12 0 4
S812 sofa2 8 12 0 4
s1212 sofa 12 12 0 4
S1312 sofa2 13 12 0 4
d213 bardesk 2 13 0 0
t713 table 7 13 0 2
T813 table2 8 13 0 2
k1213 tablesp 12 13 0 2
T1313 table2 13 13 0 2
s714 sofa 7 14 0 0
S814 sofa2 8 14 0 0
s1214 sofa 12 14 0 0
S1314 sofa2 13 14 0 0
