381 moneyplant 3 2 0 0
382 roommatic 5 2 0 4
383 roommatic 7 2 0 4
384 roommatic 9 2 0 4
385 roommatic 11 2 0 4
386 roommatic 13 2 0 4
387 watermatic 26 2 0 4
388 standinglamp 3 8 1 0
389 edgeb1 14 8 1 6
390 edgeb1 15 8 1 0
391 edgeb1 16 8 1 0
392 edgeb1 17 8 1 0
393 edgeb1 18 8 1 0
394 edgeb1 19 8 1 0
395 edgeb1 20 8 1 0
396 edgeb1 21 8 1 0
397 edgeb1 22 8 1 0
398 edgeb1 23 8 1 0
399 edgeb1 24 8 1 0
400 edgeb1 25 8 1 0
401 edgeb1 26 8 1 2
402 chairf2b 3 9 1 4
403 chairf2c 4 9 1 4
404 chairf2 5 9 1 4
405 moneyplant 15 9 1 0
406 chairf2b 16 9 1 4
407 chairf2c 17 9 1 4
408 chairf2 18 9 1 4
409 moneyplant 19 9 1 4
410 moneyplant 21 9 1 0
411 chairf2b 22 9 1 4
412 chairf2c 23 9 1 4
413 chairf2 24 9 1 4
414 moneyplant 25 9 1 4
415 chairf1 3 11 1 0
416 newtable1 4 11 1 0
417 chairf1 5 11 1 0
418 chairf1 16 14 1 2
419 chairf1 18 14 1 6
420 chairf1 22 14 1 2
421 chairf1 24 14 1 6
422 newtable1 17 15 1 0
423 newtable1 23 15 1 0
424 newtable1 3 16 1 0
425 chairf1 16 16 1 2
426 chairf1 18 16 1 6
427 chairf1 22 16 1 2
428 chairf1 24 16 1 6
429 chairf1 3 17 1 2
430 chairf1 5 17 1 6
431 standinglamp 3 18 1 0
432 edgeb2 14 18 1 6
433 edgeb2 15 18 1 0
434 edgeb2 16 18 1 0
435 edgeb2 17 18 1 0
436 edgeb2 18 18 1 0
437 edgeb2 19 18 1 0
438 edgeb2 20 18 1 0
439 edgeb2 21 18 1 0
440 edgeb2 22 18 1 0
441 edgeb2 23 18 1 0
442 edgeb2 24 18 1 0
443 edgeb2 25 18 1 0
444 edgeb2 26 18 1 2
