318 moneyplant 3 2 0 0
319 roommatic 5 2 0 4
320 roommatic 7 2 0 4
321 roommatic 9 2 0 4
322 roommatic 11 2 0 4
323 roommatic 13 2 0 4
324 watermatic 26 2 0 4
325 standinglamp 3 8 1 0
326 edge1 14 8 1 6
327 edge1 15 8 1 0
328 edge1 16 8 1 0
329 edge1 17 8 1 0
330 edge1 18 8 1 0
331 edge1 19 8 1 0
332 edge1 20 8 1 0
333 edge1 21 8 1 0
334 edge1 22 8 1 0
335 edge1 23 8 1 0
336 edge1 24 8 1 0
337 edge1 25 8 1 0
338 edge1 26 8 1 2
339 chairf1 3 9 1 2
340 chairf1 5 9 1 6
341 moneyplant 15 9 1 0
342 chairf2b 16 9 1 4
343 chairf2c 17 9 1 4
344 chairf2 18 9 1 4
345 moneyplant 19 9 1 4
346 moneyplant 21 9 1 0
347 chairf2b 22 9 1 4
348 chairf2c 23 9 1 4
349 chairf2 24 9 1 4
350 moneyplant 25 9 1 4
351 chairf1 3 11 1 2
352 chairf1 5 11 1 6
353 newtable1 3 12 1 0
354 chairf1 16 14 1 4
355 chairf1 18 14 1 4
356 chairf1 22 14 1 4
357 chairf1 24 14 1 4
358 newtable1 17 15 1 0
359 newtable1 23 15 1 0
360 newtable1 3 16 1 0
361 chairf1 16 16 1 0
362 chairf1 18 16 1 0
363 chairf1 22 16 1 0
364 chairf1 24 16 1 0
365 chairf1 3 17 1 2
366 chairf1 5 17 1 6
367 standinglamp 3 18 1 0
368 edge2 14 18 1 6
369 edge2 15 18 1 0
370 edge2 16 18 1 0
371 edge2 17 18 1 0
372 edge2 18 18 1 0
373 edge2 19 18 1 0
374 edge2 20 18 1 0
375 edge2 21 18 1 0
376 edge2 22 18 1 0
377 edge2 23 18 1 0
378 edge2 24 18 1 0
379 edge2 25 18 1 0
380 edge2 26 18 1 2
