2845 directorchair 16 13 0 2
2846 directorchair 16 14 0 2
2847 directorchair 18 13 0 4
2848 directorchair 9 13 0 4
2849 longchair1 12 17 0 2
2850 longchair1 13 16 0 4
2851 longchair1 13 21 0 0
2852 longchair1 17 17 0 6
2853 longchair2 12 18 0 2
2854 longchair2 12 19 0 2
2855 longchair2 14 16 0 4
2856 longchair2 14 21 0 0
2857 longchair2 15 16 0 4
2858 longchair2 15 21 0 0
2859 longchair2 17 18 0 6
2860 longchair2 17 19 0 6
2861 longchair3 12 20 0 2
2862 longchair3 16 16 0 4
2863 longchair3 16 21 0 0
2864 longchair3 17 20 0 6
2865 pinkchair 11 6 0 6
2866 pinkchair 11 7 0 6
2867 pinkchair 3 8 0 4
2868 pinkchair 4 11 0 4
2869 pinkchair 6 10 0 0
2870 pinkchair 7 10 0 0
2871 pinkchair 8 10 0 0
2872 table2 2 17 0 2
2873 table2 2 18 0 2
2874 table2 2 19 0 2
2875 table2 2 20 0 2
2876 table2 8 18 0 2
2877 table2 8 19 0 2
2878 table2 8 20 0 2
2879 table2 8 21 0 2
