1337 bigtablea 1 10 2 0
1338 bigtablea 7 10 2 0
1339 bigtableb 0 10 2 0
1340 bigtableb 6 10 2 0
1341 bigtablec 1 9 2 0
1342 bigtablec 7 9 2 0
1343 bigtabled 0 9 2 0
1344 bigtabled 6 9 2 0
1345 bluesofaa 1 11 2 0
1346 bluesofaa 1 8 2 4
1347 bluesofaa 14 22 0 4
1348 bluesofaa 14 24 0 0
1349 bluesofaa 2 10 2 6
1350 bluesofab 0 11 2 0
1351 bluesofab 0 8 2 4
1352 bluesofab 13 22 0 4
1353 bluesofab 13 24 0 0
1354 bluesofab 2 9 2 6
1355 midtablea 14 23 0 0
1356 midtablea 19 14 1 6
1357 midtableb 13 23 0 0
1358 midtableb 19 13 1 6
1359 redsofaa 10 22 0 2
1360 redsofaa 10 25 0 2
1361 redsofaa 18 14 1 2
1362 redsofaa 20 14 1 6
1363 redsofaa 5 10 2 2
1364 redsofaa 7 11 2 0
1365 redsofaa 7 8 2 4
1366 redsofab 10 21 0 2
1367 redsofab 10 24 0 2
1368 redsofab 18 13 1 2
1369 redsofab 20 13 1 6
1370 redsofab 5 9 2 2
1371 redsofab 6 11 2 0
1372 redsofab 6 8 2 4
1373 smalltable 10 23 0 0
1374 smalltable 17 6 3 0
1375 smalltable 19 2 3 0
1376 smalltable 21 6 3 0
1377 smalltable 23 2 3 0
1378 smalltable 3 16 3 0
1379 space_stool 19 1 3 4
1380 space_stool 17 5 3 4
1381 space_stool 17 7 3 0
1382 space_stool 18 2 3 2
1383 space_stool 18 6 3 6
1384 space_stool 19 3 3 0
1385 space_stool 20 2 3 6
1386 space_stool 20 6 3 2
1387 space_stool 21 5 3 4
1388 space_stool 21 7 3 0
1389 space_stool 22 2 3 2
1390 space_stool 22 6 3 6
1391 space_stool 23 1 3 4
1392 space_stool 23 3 3 0
1393 space_stool 3 15 3 2
1394 space_stool 3 17 3 2
