2072 emperors_chair1 16 14 2 0 
2073 emperors_chair1 16 15 2 4 
2074 emperors_chair1 16 18 2 0 
2075 emperors_chair1 16 20 2 4 
2076 emperors_chair1 16 23 2 0 
2077 emperors_chair1 16 24 2 4 
2078 emperors_chair1 16 27 2 0 
2079 emperors_chair1 5 14 2 0 
2080 emperors_chair1 5 15 2 4 
2081 emperors_chair1 5 18 2 0 
2082 emperors_chair1 5 20 2 4 
2083 emperors_chair1 5 23 2 0 
2084 emperors_chair1 5 24 2 4 
2085 emperors_chair1 5 27 2 0 
2086 emperors_chair2 17 14 2 0 
2087 emperors_chair2 17 15 2 4 
2088 emperors_chair2 17 18 2 0 
2089 emperors_chair2 17 20 2 4 
2090 emperors_chair2 17 23 2 0 
2091 emperors_chair2 17 24 2 4 
2092 emperors_chair2 17 27 2 0 
2093 emperors_chair2 18 14 2 0 
2094 emperors_chair2 18 15 2 4 
2095 emperors_chair2 18 18 2 0 
2096 emperors_chair2 18 20 2 4 
2097 emperors_chair2 18 23 2 0 
2098 emperors_chair2 18 24 2 4 
2099 emperors_chair2 18 27 2 0 
2100 emperors_chair2 6 14 2 0 
2101 emperors_chair2 6 15 2 4 
2102 emperors_chair2 6 18 2 0 
2103 emperors_chair2 6 20 2 4 
2104 emperors_chair2 6 23 2 0 
2105 emperors_chair2 6 24 2 4 
2106 emperors_chair2 6 27 2 0 
2107 emperors_chair2 7 14 2 0 
2108 emperors_chair2 7 15 2 4 
2109 emperors_chair2 7 18 2 0 
2110 emperors_chair2 7 20 2 4 
2111 emperors_chair2 7 23 2 0 
2112 emperors_chair2 7 24 2 4 
2113 emperors_chair2 7 27 2 0 
2114 emperors_chair3 19 14 2 0 
2115 emperors_chair3 19 15 2 4 
2116 emperors_chair3 19 18 2 0 
2117 emperors_chair3 19 20 2 4 
2118 emperors_chair3 19 23 2 0 
2119 emperors_chair3 19 24 2 4 
2120 emperors_chair3 19 27 2 0 
2121 emperors_chair3 8 14 2 0 
2122 emperors_chair3 8 15 2 4 
2123 emperors_chair3 8 18 2 0 
2124 emperors_chair3 8 20 2 4 
2125 emperors_chair3 8 23 2 0 
2126 emperors_chair3 8 24 2 4 
2127 emperors_chair3 8 27 2 0 
2128 emperors_pillar 16 28 2 0 
2129 emperors_pillar 19 10 2 0 
2130 emperors_pillar 19 19 2 0 
2131 emperors_pillar 19 28 2 0 
2132 emperors_pillar 5 10 2 0 
2133 emperors_pillar 5 19 2 0 
2134 emperors_pillar 5 28 2 0 
2135 emperors_pillar 8 28 2 0 
2136 emperors_pillar2 16 19 2 0 
2137 emperors_pillar2 8 19 2 0 
2138 invisichair 12 7 4 4 
